"dataResourceUid","images","raw_recordedBy","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","verbatimDepth","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintSRS","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","measurementRemarks","measurementValue","relationshipRemarks","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr1411","","lisatad","2021-06-07T12:23:25Z","","CC-BY-NC 4.0 (Int)","lisatad","","","https://www.inaturalist.org/observations/81978821","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/81978821","81978821","","Lisatad","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","","04:30:02Z","2021","3","5","Fri Mar 05 2021 15:30:02 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains National Park, Megalong Valley, NSW, AU","","","","","","","","","","","-33.73425","150.28218","EPSG:4326","10.0","","","-33.73425","","150.28218","","EPSG:4326","","","","","","","","","","181140335","","","lisatad","2021-06-07T03:50:40Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","3e3f3f42-f2f5-441e-952b-6744b3ca4271","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","jacqui-i","2021-04-25T11:47:41Z","","CC-BY-NC 4.0 (Int)","jacqui-i","","","https://www.inaturalist.org/observations/74824942","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/74824942","74824942","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","2021-03-13T01:00:00Z","01:00:00Z","2021","3","13","Sat Mar 13 2021 12:00:00 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Newnes State Forest, State Mine Gully, NSW, AU","","","","","","","","","","","-33.443925","150.20088","EPSG:4326","2068.0","","","-33.443925","","150.20087975","","EPSG:4326","","","","","","","","","","167262882","","","jacqui-i","2021-04-22T11:39:41Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","a5a89040-bc7c-4be5-b708-baa418983fbb","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","BMRM Ecological Surveys","2021-03-20T01:12:08Z","","CC-BY-NC 4.0 (Int)","BMRM Ecological Surveys","","","https://www.inaturalist.org/observations/71347211","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/71347211","71347211","","BMRM Ecological Surveys","","","","","","flowering","","","PRESENT","","","","","","","","Post-fire recovery from seed following a backburning operation in January 2020. Specimens were abundant in shallow remnants of soil/weathered rock. This is the first flowering since the fire.","","","","","","","","","2021-03-07T23:27:00Z","23:27:00Z","2021","3","8","2021/03/08 10:27 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, AU-NS, AU","","","","","","","","","","","-33.688081","150.291028","EPSG:4326","28930.0","","","-33.6880814424","","150.2910281306","","EPSG:4326","","","","","","","","","","159755809","","","BMRM Ecological Surveys","2021-03-16T05:26:14Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","07172340-d211-4586-ba98-bf9adc703a96","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Janet Russell","2021-06-09T11:18:13Z","","CC-BY-NC 4.0 (Int)","Janet Russell","","","https://www.inaturalist.org/observations/82273512","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/82273512","82273512","","Russell, Janet","","","","","","flowering","","","PRESENT","","","","","","","","","","","c629c72e-f6af-4b4d-8180-7edb91b26eab|e046aab6-6c51-42ef-928a-e0e6a4232ed6","","","","","","2021-03-15T00:22:00Z","00:22:00Z","2021","3","15","2021/03/15 11:22 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bundanoon NSW 2578, Australia","","","","","","","","","","","-34.684596","150.296621","EPSG:4326","","","","-34.6845963889","","150.2966213889","","EPSG:4326","","","","","","","","","","181746336","","","Janet Russell","2021-06-09T10:59:36Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","60e4c82b-20ac-4e5e-98ef-00d8a737c27b","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T02:09:03Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73001305","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73001305","73001305","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","076532ce-a8f3-47ee-8d54-b0a8354420a5","","","","","","","04:45:25Z","2021","3","15","2021-03-15 3:45:25 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, NSW, Australia","","","","","","","","","","","-33.734702","150.282182","EPSG:4326","120.0","","","-33.7347024147","","150.2821815759","","EPSG:4326","","","","","","","","","","163492238","","","Tim","2021-04-05T12:27:34Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","16c8f5b4-632e-46ac-b9b5-014e3db00b8a","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","caliologist","2021-03-27T10:27:48Z","","CC-BY-NC 4.0 (Int)","caliologist","","","https://www.inaturalist.org/observations/72150025","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/72150025","72150025","","Caliologist","","","","","","flowering","","","PRESENT","","","","","","","","All along narrow neck trail, flowering in areas burnt during 2019-2020 fires.","","","","","","","","","2021-03-27T00:30:00Z","00:30:00Z","2021","3","27","2021-03-27 11:30:00 AM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Katoomba NSW 2780, Australia","","","","","","","","","","","-33.730553","150.286682","EPSG:4326","34.0","","","-33.7305526119","","150.2866823226","","EPSG:4326","","","","","","","","","","161668225","","","caliologist","2021-03-27T08:30:56Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","efece2b4-9b5b-44fe-a9e4-cc712e082d5a","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Melinda","2021-03-03T22:10:59Z","","CC-BY-NC 4.0 (Int)","Melinda","","","https://www.inaturalist.org/observations/70493436","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70493436","70493436","","Melinda","","","","","","","","","PRESENT","","","","","","","","I was delighted to see these beautiful Flannel Flowers in Katoomba on my hike. I was able to take a lot of gorgeous pics of them. How lucky to see! (I stay on track and do not walk on or in flowering places. It is advised and I believe very important to stay on designated tracks where these lovely flowers are. Tiny seeds may be trying to grow and they are fragile)","","","","","","","","","","01:29:22Z","2021","3","2","2021-03-02 12:29:22 PM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Katoomba","","","","","","","","","","","-33.712495","150.311944","EPSG:4326","4835.0","","","-33.7124947444","","150.3119440377","","EPSG:4326","","","","","","","","","","157546381","","","Melinda","2021-03-03T11:03:55Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","75e9f39c-b585-42fd-97ab-db1f60287e1a","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Tim","2021-04-06T03:19:21Z","","CC-BY 4.0 (Int)","Tim","","","https://www.inaturalist.org/observations/73078425","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/73078425","73078425","","Tim","","","","","","","","","PRESENT","","","","","","","","","","","41c867ab-8e59-462a-806a-f40476b0c103","","","","","","2021-03-15T05:15:00Z","05:15:00Z","2021","3","15","2021/03/15 4:15 PM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains NSW, Australia","","","","","","","","","","","-33.732032","150.283584","EPSG:4326","32.0","","","-33.732031545","","150.2835843268","","EPSG:4326","","","","","","","","","","163646842","","","Tim","2021-04-06T02:54:17Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","934b13a2-86f5-4080-b4bb-175dc5b60cb0","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","C.W","2021-05-27T14:37:42Z","","CC-BY-NC 4.0 (Int)","C.W","","","https://www.inaturalist.org/observations/80461047","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/80461047","80461047","","W, C.","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","","06:01:20Z","2021","3","1","Mon Mar 01 2021 17:01:20 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Glenraphael Drive, Katoomba, NSW, AU","","","","","","","","","","","-33.730728","150.28598","EPSG:4326","18.0","","","-33.7307283333","","150.28598","","EPSG:4326","","","","","","","","","","178155253","","","C.W","2021-05-27T09:37:12Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","38e0b016-52ab-41ad-9670-0ec2f89c5597","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","lily_quentemiyer","2021-05-06T09:15:15Z","","CC-BY-NC 4.0 (Int)","lily_quentemiyer","","","https://www.inaturalist.org/observations/70865503","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/70865503","70865503","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","17:31:16Z","2021","3","9","Tue Mar 09 2021 15:31:16 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains, AU-NS, AU","","","","","","","","","","","-33.728364","150.28994","EPSG:4326","253.0","","","-33.7283642921","","150.2899396147","","EPSG:4326","","","","","","","","","","158560517","","","helen_y","2021-03-09T08:39:39Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","aeafeb80-b602-4aff-8cf0-65f7dd494175","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","mollynuge","2021-02-24T20:01:25Z","","CC-BY-NC 4.0 (Int)","mollynuge","","","https://www.inaturalist.org/observations/66109105","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/66109105","66109105","","Mollynuge","","","","","","flowering|flower budding","","","PRESENT","","","","","","","","","","","","","","","","","","22:29:15Z","2020","12","5","Sat Dec 05 2020 09:29:15 GMT+1100 (GMT+11)","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains National Park, Blue Mountains, NSW, AU","","","","","","","","","","","-33.627","150.394869","EPSG:4326","27.0","","","-33.6269997466","","150.3948687418","","EPSG:4326","","","","","","","","","","144845163","","","mollynuge","2020-12-04T22:45:01Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","68aaa894-92d1-4fca-85b9-bbcdd30958fc","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Dion Maple","2021-03-27T09:37:17Z","","CC-BY-NC 4.0 (Int)","Dion Maple","","","https://www.inaturalist.org/observations/72149487","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/72149487","72149487","","Maple, Dion","","","","","","flowering","","","PRESENT","","","","","","","","","","","","","","","","","","00:07:05Z","2021","3","27","2021-03-27 11:07:05 AM GMT+11:00","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Sassafras NSW 2622, Australia","","","","","","","","","","","-35.074763","150.198521","EPSG:4326","14.0","","","-35.0747631769","","150.1985207945","","EPSG:4326","","","","","","","","","","161666952","","","Dion Maple","2021-03-27T08:10:02Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","1f777855-0ed5-440a-84ca-2ef264def740","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","Janet Russell","2021-06-09T11:17:26Z","","CC-BY-NC 4.0 (Int)","Janet Russell","","","https://www.inaturalist.org/observations/82273515","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/82273515","82273515","","Russell, Janet","","","","","","","","","PRESENT","","","","","","","","","","","60e4c82b-20ac-4e5e-98ef-00d8a737c27b","","","","","","2021-03-15T00:26:00Z","00:26:00Z","2021","3","15","2021/03/15 11:26 AM AEDT","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Bundanoon NSW 2578, Australia","","","","","","","","","","","-34.684651","150.296651","EPSG:4326","","","","-34.6846513889","","150.2966513889","","EPSG:4326","","","","","","","","","","181746339","","","Janet Russell","2021-06-09T10:59:37Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","e046aab6-6c51-42ef-928a-e0e6a4232ed6","","","Actinotus forsythii","","","","","","","","",""
"dr1411","","diana_shang","2021-03-28T09:26:18Z","","CC-BY-NC 4.0 (Int)","diana_shang","","","https://www.inaturalist.org/observations/72245826","","","","iNaturalist","Observations","iNaturalist research-grade observations","","HUMAN_OBSERVATION","","","","https://www.inaturalist.org/observations/72245826","72245826","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","14:30:00Z","2021","3","28","2021/03/28 2:30 PM UTC","","","","","","","","","","","","","","Australia","AU","New South Wales","","","","Blue Mountains NSW, Australia","","","","","","","","","","","-33.728171","150.289691","EPSG:4326","67.0","","","-33.7281707329","","150.2896907854","","EPSG:4326","","","","","","","","","","161864823","","","diana_shang","2021-03-28T07:33:28Z","","research","","629106","","","https://id.biodiversity.org.au/node/apni/2916305","Actinotus forsythii","","","","","","","Plantae","Charophyta","Equisetopsida","Apiales","Apiaceae","Actinotus","","","","species","","Maiden & Betche","Pink Flannel Flower","","","","","HumanObservation","","","Actinotus forsythii","","","","","","","","","d02c7662-f407-4a5c-b37e-98a70908ea87","","","Actinotus forsythii","","","","","","","","",""
